pdf_name,dates,litverz,biblio,sekundaerlit,primaerlit,waerke,pubplaces,abkuerzungen,pub_fr,pub_paris,pub_ny,pub_mue,pub_stu,pub_tue,pub_ber,kw_hrsg,kw_ed,kw_bd,kw_nr,kw_ders,kw_anhang,kw_inhalt,kw_vgl,n_pag,n_pags,position,bibtest
de_pum_2004_landzettel_f,0.007168458781,0,0,0,0,0,0,0.001792114695,0,0,0,0,0,0,0,0,0,0.001792114695,0,0,0,0,0,208,789,0.2636248416,0
de_pum_2004_landzettel_f,0.007194244604,0,0,0,0,0,0.001798561151,0,0,0,0,0,0,0,0.001798561151,0,0,0,0,0,0,0,0.001798561151,214,789,0.2712294043,0
de_pum_2004_landzettel_f,0.007211538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,789,0.5614702155,0
de_pum_2004_landzettel_f,0.007246376812,0,0,0,0,0,0.001811594203,0.005434782609,0,0,0,0,0,0,0.001811594203,0,0,0.005434782609,0,0,0,0,0.005434782609,230,789,0.2915082383,0
de_pum_2004_landzettel_f,0.007462686567,0,0,0,0,0,0,0.001865671642,0,0,0,0,0,0,0,0,0,0.001865671642,0,0,0,0,0.003731343284,116,789,0.1470215463,0
de_pum_2004_landzettel_f,0.007462686567,0,0,0,0,0,0.003731343284,0.001865671642,0.003731343284,0,0,0,0,0,0,0,0,0,0.001865671642,0,0,0,0,135,789,0.1711026616,0
de_pum_2004_landzettel_f,0.007575757576,0,0,0,0,0,0,0.001893939394,0,0,0,0,0,0,0,0,0,0.001893939394,0,0,0,0,0.001893939394,113,789,0.1432192649,0
de_pum_2004_landzettel_f,0.00782778865,0,0,0,0,0,0.001956947162,0.003913894325,0.001956947162,0,0,0,0,0,0,0,0,0.001956947162,0,0.001956947162,0,0,0.001956947162,109,789,0.1381495564,0
de_pum_2004_landzettel_f,0.007987220447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004792332268,209,789,0.2648922687,0
de_pum_2004_landzettel_f,0.008,0,0,0,0,0,0.002666666667,0,0,0,0,0,0,0,0.002666666667,0,0,0,0,0,0,0,0,580,789,0.7351077313,0
de_pum_2004_landzettel_f,0.008077544426,0,0,0,0,0,0.006462035541,0.001615508885,0.001615508885,0,0,0,0,0,0.004846526656,0,0,0,0.001615508885,0,0,0,0,169,789,0.2141951838,0
de_pum_2004_landzettel_f,0.008108108108,0,0,0,0,0,0.008108108108,0,0.005405405405,0,0,0,0,0,0.002702702703,0,0,0,0,0,0,0,0.002702702703,440,789,0.5576679341,0
de_pum_2004_landzettel_f,0.008116883117,0,0,0,0,0,0.008116883117,0.001623376623,0.006493506494,0,0,0,0,0,0.001623376623,0,0,0.001623376623,0,0,0,0,0.00487012987,85,789,0.1077313054,0
de_pum_2004_landzettel_f,0.008146639511,0,0,0,0,0,0,0.006109979633,0,0,0,0,0,0,0,0,0,0.006109979633,0,0,0,0,0,402,789,0.5095057034,0
de_pum_2004_landzettel_f,0.008146639511,0,0,0,0,0,0.002036659878,0.002036659878,0,0,0.002036659878,0,0,0,0,0,0,0,0.002036659878,0,0,0,0,243,789,0.3079847909,0
de_pum_2004_landzettel_f,0.008298755187,0,0,0,0,0,0.004149377593,0,0,0,0,0,0,0,0.004149377593,0,0,0,0,0,0,0,0,540,789,0.6844106464,0
de_pum_2004_landzettel_f,0.008319467554,0,0,0,0,0,0.01164725458,0,0.001663893511,0,0,0,0,0,0.009983361065,0,0,0,0,0,0,0,0,170,789,0.2154626109,0
de_pum_2004_landzettel_f,0.008403361345,0,0,0,0,0,0,0.002801120448,0,0,0,0,0,0,0,0,0,0,0.002801120448,0,0,0,0,573,789,0.7262357414,0
de_pum_2004_landzettel_f,0.008403361345,0,0,0,0,0,0.008403361345,0.008403361345,0,0,0,0,0.008403361345,0,0,0,0,0.008403361345,0,0,0,0,0.008403361345,50,789,0.06337135615,0
de_pum_2004_landzettel_f,0.008576329331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001715265866,213,789,0.2699619772,0
de_pum_2004_landzettel_f,0.008658008658,0,0,0,0,0,0.005772005772,0.007215007215,0.001443001443,0,0,0,0,0,0.004329004329,0,0,0.007215007215,0,0,0,0,0,576,789,0.7300380228,0
de_pum_2004_landzettel_f,0.008771929825,0,0.01754385965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,789,0.6501901141,0
de_pum_2004_landzettel_f,0.008830022075,0,0,0.002207505519,0,0.002207505519,0.002207505519,0.004415011038,0.002207505519,0,0,0,0,0,0,0,0,0.004415011038,0,0,0,0,0.002207505519,10,789,0.01267427123,0
de_pum_2004_landzettel_f,0.008833922261,0,0,0,0,0,0,0.01060070671,0,0,0,0,0,0,0,0,0,0.01060070671,0,0,0,0,0.003533568905,112,789,0.1419518378,0
de_pum_2004_landzettel_f,0.009107468124,0,0,0,0,0,0.00364298725,0.00364298725,0.00364298725,0,0,0,0,0,0,0,0,0,0.00364298725,0,0,0,0.001821493625,133,789,0.1685678074,0
de_pum_2004_landzettel_f,0.009216589862,0,0,0,0,0,0.00153609831,0.003072196621,0,0,0,0,0,0,0.00153609831,0,0,0.003072196621,0,0,0,0,0.004608294931,55,789,0.06970849176,0
de_pum_2004_landzettel_f,0.009293680297,0,0,0,0,0,0.001858736059,0.003717472119,0,0,0,0.001858736059,0,0,0,0,0,0.001858736059,0.001858736059,0,0,0,0,172,789,0.2179974651,0
de_pum_2004_landzettel_f,0.009389671362,0,0,0,0,0,0.007042253521,0,0,0,0,0.004694835681,0,0,0.00234741784,0,0,0,0,0,0,0,0,560,789,0.7097591888,0
de_pum_2004_landzettel_f,0.009505703422,0,0,0,0,0,0.001901140684,0.005703422053,0.001901140684,0,0,0,0,0,0,0,0,0.003802281369,0.001901140684,0,0,0,0,145,789,0.1837769328,0
de_pum_2004_landzettel_f,0.0097799511,0,0,0,0,0,0.0097799511,0,0,0,0,0.00488997555,0,0,0.00488997555,0,0,0,0,0,0,0,0,557,789,0.7059569075,0
de_pum_2004_landzettel_f,0.009784735812,0,0,0,0,0,0.001956947162,0.001956947162,0.001956947162,0,0,0,0,0,0,0,0,0.001956947162,0,0,0,0,0.003913894325,416,789,0.5272496831,0
de_pum_2004_landzettel_f,0.009881422925,0,0,0,0,0,0.00395256917,0,0.00395256917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,789,0.1191381496,0
de_pum_2004_landzettel_f,0.009900990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003300330033,58,789,0.07351077313,0
de_pum_2004_landzettel_f,0.009917355372,0,0,0,0,0.001652892562,0.001652892562,0.001652892562,0,0,0,0,0.001652892562,0,0,0,0,0,0.001652892562,0,0,0,0,176,789,0.2230671736,0
de_pum_2004_landzettel_f,0.009940357853,0,0,0,0,0,0.001988071571,0.009940357853,0.001988071571,0,0,0,0,0,0,0,0,0.007952286282,0,0.001988071571,0,0,0.001988071571,83,789,0.1051964512,0
de_pum_2004_landzettel_f,0.01003344482,0,0,0,0,0,0.003344481605,0,0,0,0,0,0,0,0.003344481605,0,0,0,0,0,0,0,0.001672240803,299,789,0.3789607098,0
de_pum_2004_landzettel_f,0.01011804384,0,0,0,0,0,0.001686340641,0.001686340641,0,0,0,0,0,0,0.001686340641,0,0,0,0.001686340641,0,0,0,0.006745362563,252,789,0.319391635,0
de_pum_2004_landzettel_f,0.01012145749,0,0,0,0,0,0.004048582996,0.002024291498,0.004048582996,0,0,0,0,0,0,0,0,0.002024291498,0,0,0,0,0.006072874494,81,789,0.102661597,0
de_pum_2004_landzettel_f,0.01015228426,0,0,0,0,0,0.03807106599,0,0.0152284264,0,0,0,0.002538071066,0,0.02030456853,0,0,0,0,0,0,0,0,516,789,0.6539923954,0
de_pum_2004_landzettel_f,0.010183299390000001,0,0,0,0,0,0,0.006109979633,0,0,0,0,0,0,0,0,0,0,0.006109979633,0,0,0,0,134,789,0.1698352345,0
de_pum_2004_landzettel_f,0.01025641026,0,0,0,0,0,0.003418803419,0,0.003418803419,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005128205128,244,789,0.309252218,0
de_pum_2004_landzettel_f,0.01030927835,0,0,0,0,0.001718213058,0.001718213058,0.006872852234,0.001718213058,0,0,0,0,0,0,0,0,0.003436426117,0,0.003436426117,0,0,0.003436426117,400,789,0.5069708492,0
de_pum_2004_landzettel_f,0.01032702238,0,0,0,0,0,0.003442340792,0.005163511188,0,0,0,0,0,0,0.003442340792,0,0,0,0.003442340792,0.001721170396,0,0,0.001721170396,367,789,0.4651457541,0
de_pum_2004_landzettel_f,0.01034482759,0,0,0,0,0,0,0.003448275862,0,0,0,0,0,0,0,0,0,0.001724137931,0.001724137931,0,0,0,0.005172413793,117,789,0.1482889734,0
de_pum_2004_landzettel_f,0.01044776119,0,0,0,0,0,0.008955223881,0,0.002985074627,0,0,0,0.001492537313,0,0.00447761194,0,0,0,0,0,0,0,0.001492537313,227,789,0.2877059569,0
de_pum_2004_landzettel_f,0.01071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005357142857,111,789,0.1406844106,0
de_pum_2004_landzettel_f,0.01071428571,0,0,0,0,0,0,0.005357142857,0,0,0,0,0,0,0,0,0,0.003571428571,0,0.001785714286,0,0,0,436,789,0.5525982256,0
de_pum_2004_landzettel_f,0.01081916538,0,0,0,0,0,0.003091190108,0.001545595054,0,0,0,0,0.001545595054,0.001545595054,0,0,0.001545595054,0,0,0,0,0,0.003091190108,257,789,0.3257287706,0
de_pum_2004_landzettel_f,0.01086956522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003105590062,229,789,0.2902408112,0
de_pum_2004_landzettel_f,0.01094890511,0,0,0,0,0,0,0.003649635036,0,0,0,0,0,0,0,0,0,0.001824817518,0.001824817518,0,0,0,0.001824817518,437,789,0.5538656527,0
de_pum_2004_landzettel_f,0.01105845182,0,0,0,0,0,0.001579778831,0.001579778831,0.001579778831,0,0,0,0,0,0,0,0,0,0.001579778831,0,0,0,0.003159557662,327,789,0.4144486692,0
de_pum_2004_landzettel_f,0.01113172542,0,0,0,0,0,0,0.00185528757,0,0,0,0,0,0,0,0,0,0,0,0.00185528757,0,0,0,399,789,0.5057034221,0
de_pum_2004_landzettel_f,0.01125703565,0,0,0,0,0,0.003752345216,0.003752345216,0,0.001876172608,0,0.001876172608,0,0,0,0,0,0,0.001876172608,0.001876172608,0,0,0.001876172608,90,789,0.1140684411,0
de_pum_2004_landzettel_f,0.01126126126,0,0,0,0,0,0.006756756757,0,0.002252252252,0,0,0.002252252252,0,0,0.002252252252,0,0,0,0,0,0,0,0,558,789,0.7072243346,0
de_pum_2004_landzettel_f,0.0113452188,0,0,0,0,0.001620745543,0,0.004862236629,0,0,0,0,0,0,0,0,0.001620745543,0.003241491086,0,0,0,0,0.003241491086,291,789,0.3688212928,0
de_pum_2004_landzettel_f,0.01136363636,0,0,0,0,0,0.003246753247,0.00487012987,0,0,0,0,0,0,0.003246753247,0,0,0,0.001623376623,0.003246753247,0,0,0.001623376623,242,789,0.3067173638,0
de_pum_2004_landzettel_f,0.01136363636,0,0,0,0,0,0.007575757576,0,0,0,0,0,0,0,0.007575757576,0,0,0,0,0,0,0,0,657,789,0.8326996198,0
de_pum_2004_landzettel_f,0.01138519924,0,0,0,0,0,0,0.007590132827,0,0,0,0,0,0,0,0,0,0.007590132827,0,0,0,0,0.003795066414,423,789,0.536121673,0
de_pum_2004_landzettel_f,0.01149425287,0,0,0,0,0,0.00328407225,0.004926108374,0,0,0,0,0.001642036125,0,0.001642036125,0,0,0.00328407225,0,0.001642036125,0,0,0.006568144499,68,789,0.08618504436,0
de_pum_2004_landzettel_f,0.01153212521,0,0,0,0,0,0,0.003294892916,0,0,0,0,0,0,0,0,0,0,0,0.003294892916,0,0,0.003294892916,56,789,0.07097591888,0
de_pum_2004_landzettel_f,0.01155115512,0,0,0,0,0,0.003300330033,0.001650165017,0.001650165017,0,0,0,0,0.001650165017,0,0,0,0.001650165017,0,0,0,0,0.00495049505,146,789,0.1850443599,0
de_pum_2004_landzettel_f,0.01176470588,0,0,0,0,0,0,0.001960784314,0,0,0,0,0,0,0,0,0,0.001960784314,0,0,0,0,0.001960784314,382,789,0.484157161,0
de_pum_2004_landzettel_f,0.01180438449,0,0,0,0,0,0.001686340641,0,0.001686340641,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001686340641,103,789,0.1305449937,0
de_pum_2004_landzettel_f,0.01182432432,0,0,0,0,0,0.001689189189,0.003378378378,0,0,0,0.001689189189,0,0,0,0,0,0.003378378378,0,0,0,0,0.003378378378,392,789,0.4968314322,0
de_pum_2004_landzettel_f,0.01183431953,0,0,0,0,0,0,0.001972386588,0,0,0,0,0,0,0,0,0,0.001972386588,0,0,0,0,0,102,789,0.1292775665,0
de_pum_2004_landzettel_f,0.01183431953,0,0,0,0,0,0.005917159763,0,0,0,0,0.005917159763,0,0,0,0,0,0,0,0,0,0,0,569,789,0.721166033,0
de_pum_2004_landzettel_f,0.01186440678,0,0,0,0,0,0.003389830508,0.001694915254,0.001694915254,0,0,0.001694915254,0,0,0,0,0,0.001694915254,0,0,0,0,0,414,789,0.5247148289,0
de_pum_2004_landzettel_f,0.0119760479,0,0,0,0,0,0.005988023952,0,0.002994011976,0,0,0,0,0,0.002994011976,0,0,0,0,0,0,0,0,148,789,0.1875792142,0
de_pum_2004_landzettel_f,0.0120240481,0,0,0,0,0,0.008016032064,0,0.002004008016,0,0,0.002004008016,0,0,0.004008016032,0,0,0,0,0,0,0,0.002004008016,174,789,0.2205323194,0
de_pum_2004_landzettel_f,0.01211072664,0,0,0,0,0,0.01038062284,0.001730103806,0.001730103806,0,0,0,0,0.001730103806,0.006920415225,0,0,0.001730103806,0,0,0,0,0.005190311419,186,789,0.2357414449,0
de_pum_2004_landzettel_f,0.01228501229,0,0,0,0,0,0.01228501229,0,0.002457002457,0.002457002457,0.002457002457,0,0,0,0.004914004914,0,0,0,0,0,0,0,0,572,789,0.7249683143,0
de_pum_2004_landzettel_f,0.01232032854,0,0,0,0,0,0.00205338809,0,0.00205338809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,789,0.08238276299,0
de_pum_2004_landzettel_f,0.01234567901,0,0,0,0,0,0.004115226337,0,0,0,0,0.004115226337,0,0,0,0,0,0,0,0,0,0,0,539,789,0.6831432193,0
de_pum_2004_landzettel_f,0.01239669421,0,0,0,0,0,0,0.004132231405,0,0,0,0,0,0,0,0,0,0.002066115702,0.002066115702,0,0,0,0.002066115702,254,789,0.3219264892,0
de_pum_2004_landzettel_f,0.01243781095,0,0,0,0,0,0,0.002487562189,0,0,0,0,0,0,0,0,0,0,0.002487562189,0,0,0,0,284,789,0.3599493029,0
de_pum_2004_landzettel_f,0.01244167963,0,0,0,0,0,0.003110419907,0.006220839813,0,0.001555209953,0.001555209953,0,0,0,0,0,0,0.00466562986,0.001555209953,0,0,0,0.001555209953,153,789,0.1939163498,0
de_pum_2004_landzettel_f,0.01244813278,0,0,0,0,0,0.002074688797,0.01037344398,0.002074688797,0,0,0,0,0,0,0,0,0.008298755187,0,0.002074688797,0,0,0,401,789,0.5082382763,0
de_pum_2004_landzettel_f,0.01257861635,0,0,0,0,0,0,0.003144654088,0,0,0,0,0,0,0,0,0,0,0.003144654088,0,0,0,0.006289308176,316,789,0.4005069708,0
